alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_nom_fr,Energie ,Eau ,Proteines ,Glucides ,Lipides ,Sucres ,Amidon ,Fibres_alimentaires ,Cholesterol ,sel ,Calcium ,Fer ,Iode ,Beta_Carotene ,VitamineD ,VitamineE ,VitamineC ,VitamineB1 ,VitamineB12 
boissons,boisson alcoolisées,bières et cidres,Cidre traditionnel,-,"94,2",0,"1,87",0,"1,58",-,0,-,"0,013","8,95","0,74","0,7",0,-,-,"14,1",-,-
boissons,boisson alcoolisées,bières et cidres,Cidre bouché demi-sec,"35,1","93,9","< 0,5","0,96","< 0,6","0,81",-,0,-,"0,007",17,"0,2",< 20,< 5,-,-,"< 0,5","< 0,015",-
boissons,boisson alcoolisées,bières et cidres,Cidre aromatisé (framboise),"35,4",92,"< 0,5","5,34","< 0,6","4,96",-,0,-,"0,008",16,"0,1",< 20,< 5,-,-,"< 0,5","< 0,015",-
boissons,boisson alcoolisées,bières et cidres,"Bière sans alcool (<1,2° alcool)","25,3",94,"0,31","4,89","< 0,05","2,55",0,0,0,"0,0038","4,75","0,011",1,0,0,0,-,"0,0028","0,0089"
boissons,boisson alcoolisées,cocktails,Pastis,274,"59,6",0,"2,91",0,0,0,0,0,0,0,-,1,0,0,-,0,0,0
boissons,boisson alcoolisées,cocktails,Eau de vie,228,"66,3",0,"2,79",0,0,0,0,0,"0,0025","0,5","0,04","1,1",0,0,0,0,0,0
boissons,boisson alcoolisées,cocktails,Gin,265,"62,1",0,0,0,0,0,0,0,"0,005",0,"0,18",1,0,0,0,0,0,0
boissons,boisson alcoolisées,cocktails,Liqueur,328,"35,6","0,1","39,6","0,3","35,3",0,0,0,"0,018",1,"0,08",1,0,0,0,0,"0,004",0
boissons,boisson alcoolisées,cocktails,Rhum,248,"64,5",0,"0,031",0,0,0,0,0,"0,0025",0,"0,08",1,0,0,0,0,"0,007",0
boissons,boisson alcoolisées,cocktails,Whisky,249,"63,7",0,"1,57",0,"0,1",0,0,0,0,0,"0,02","1,25",0,0,0,0,"0,008",0
boissons,boisson alcoolisées,cocktails,Apéritif à base de vin ou vermouth,137,"75,3","0,013","11,4",0,"11,1",0,0,0,"0,038","7,37","0,44","1,2",0,0,0,-,traces,"0,0033"
boissons,boisson alcoolisées,cocktails,Vodka,237,"65,9",0,"0,69",0,0,0,0,0,"0,0025",0,"0,025",1,0,0,0,0,"0,0053",0
boissons,boisson alcoolisées,cocktails,Apéritif anisé sans alcool,6,-,0,1,0,"0,03",0,1,0,"0,038","1,83",0,"1,2",0,-,0,0,0,-
boissons,boisson alcoolisées,cocktails,Cocktail à base de rhum,180,65,0,"22,5","2,19","22,3",0,"0,3",0,"0,015",8,"0,21",-,1,-,"0,02","4,9","0,029",0
boissons,boisson alcoolisées,cocktails,Cocktail à base de whisky,166,"69,2",0,"15,9","0,02","15,8",-,0,0,"0,12",46,"0,08",-,0,-,0,"0,4","0,003",0
boissons,boisson alcoolisées,cocktails,Alcool pur,660,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
boissons,boisson alcoolisées,cocktails,Marsala,211,"57,7","0,1","27,9",0,"27,9",0,0,0,"0,01",4,"0,4",-,0,0,0,0,0,-
boissons,boisson alcoolisées,cocktails,Marsala aux oeufs,153,-,0,"12,4",0,"12,4",0,0,0,0,0,0,-,0,0,0,0,0,-
boissons,boisson alcoolisées,cocktails,Sangria,"81,4","83,4","0,39","9,59","0,11","9,03","0,22","0,55",-,"0,0072","8,69","0,35","0,92",54,0,"0,15","14,2","0,026",0
boissons,boisson alcoolisées,cocktails,Kir (au vin blanc),111,"79,9","0,056","9,46",0,"7,8",0,0,0,"0,0039","6,88","0,64","0,89","8,7",0,"0,093","0,9","0,0068",0
boissons,boisson alcoolisées,cocktails,Kir royal (au champagne),111,"79,7",0,"9,88",0,"8,51",0,0,0,"0,0039","6,88","0,52","0,73","8,7",0,"0,093","0,9","0,0027",0
boissons,boisson alcoolisées,cocktails,Crème de cassis,251,46,0,"41,4",0,41,0,traces,0,"0,005","23,1","0,54","0,87","48,1",0,"0,52",5,"0,015",0
boissons,boisson alcoolisées,cocktails,"Cocktail type punch, 16% alcool",162,-,"0,6","17,8","< 0,6","17,8",-,"< 0,5",-,"0,042",13,"0,06",< 20,"52,9",-,"< 0,08","1,2","0,021","0,077"
boissons,boisson alcoolisées,cocktails,"Eau de vie de vin, type armagnac, cognac",228,68,0,1,0,0,-,0,0,-,-,-,-,-,0,0,0,0,0
boissons,boisson alcoolisées,cocktails,Saké ou Alcool de riz,133,"78,4",0,5,0,0,-,0,0,"0,005",5,"0,1",-,0,0,0,0,0,0
boissons,boisson alcoolisées,cocktails,Cocktail sans alcool (à base de jus de fruits et de sirop),"52,5","86,4","0,46","12,5",0,11,0,"0,36",0,"0,0066","12,8","0,1","5,43",75,0,1,"19,9","0,11","0,38"
boissons,boisson alcoolisées,cocktails,Panaché (limonade et bière),"34,8","92,5","0,19","5,17",0,"4,5",0,0,0,"0,0052","< 0,77","0,015","1,2",0,0,0,"0,08","0,003","0,025"
boissons,boisson alcoolisées,cocktails,Panaché préemballé (<1° alc.),"25,4",94,"0,48","4,93","< 0,05","4,92",0,0,0,"0,0034","3,42","0,006",1,0,0,0,"0,0035","0,0035","0,033"
produits sucrés,"sucres, miels et assimilés",-,"Édulcorant à l'aspartame, en pastilles",216,-,"6,35","69,3",0,"6,65",-,"2,2",-,"0,82",-,-,-,-,-,-,-,-,-
produits sucrés,"sucres, miels et assimilés",-,"Édulcorant à l'aspartame, en poudre",382,-,"0,63","94,7","< 0,25","9,33",-,"< 0,25",-,"0,028",-,-,-,-,-,-,-,-,-
produits sucrés,"sucres, miels et assimilés",-,Vermicelles multicolores,420,-,"0,5",93,5,91,-,"0,5",-,"0,019",-,-,-,-,-,-,-,-,-
produits sucrés,"sucres, miels et assimilés",-,Miel,327,18,"0,52","81,3",0,"79,8",0,0,0,"0,01","7,93","0,18","0,5",0,0,0,"0,8",0,0
produits sucrés,"sucres, miels et assimilés",-,Sucre blanc,399,"0,28",0,"99,7",0,"99,7",0,0,0,"0,0054","3,69","0,077","0,3",0,0,0,0,0,0
produits sucrés,"sucres, miels et assimilés",-,Sucre roux,389,"1,52","0,12","97,1",0,"95,5",-,0,0,"0,1",83,"1,91","0,3",0,0,0,0,0,0
produits sucrés,"sucres, miels et assimilés",-,Sirop d'érable,269,"32,3","0,04","67,1","0,06","62,6",-,0,0,"0,015",106,"0,11",-,0,0,0,0,"0,066",0
produits sucrés,"sucres, miels et assimilés",-,Sucre vanillé,398,"0,56","0,1","98,6","0,33","97,2",-,"0,37",-,"0,0094",-,-,-,-,-,-,-,-,-
produits sucrés,"sucres, miels et assimilés",-,Édulcorant à la saccharine,360,"8,8","1,25","88,8",0,0,-,0,0,"1,07",0,"0,04",-,0,0,0,0,0,0
produits sucrés,"sucres, miels et assimilés",-,Mélasse de canne,300,-,0,"74,7","0,1","74,7",-,0,0,"0,093",205,"4,72",-,0,0,0,0,"0,041",0
produits sucrés,"sucres, miels et assimilés",-,Sucre allégé à l'aspartame,398,"0,5","0,81","98,7",0,"98,7",0,0,0,"0,0045",-,-,"0,2",0,0,0,0,0,0
produits sucrés,"sucres, miels et assimilés",-,Fructose,399,"0,15",0,"99,8",0,-,-,0,0,"0,00025","0,1","0,07",5,-,0,0,0,0,0
produits sucrés,"sucres, miels et assimilés",-,Édulcorant à base d'extrait de stévia,238,-,-,98,"0,2","0,3",-,"0,5",-,"0,42",-,-,-,-,-,-,-,-,-
produits sucrés,"sucres, miels et assimilés",-,Sirop d'agave,318,"21,8","< 0,5","78,1","0,5","70,2",-,0,-,"0,018",-,-,-,-,-,-,-,-,-
produits sucrés,chocolats et produits à base de chocolat,-,Barre chocolatée biscuitée,518,"2,98","6,14","59,5","28,1","46,9","7,3","1,93","5,89","0,39",263,"1,76","5,84",-,"0,058","3,74","0,62","0,089","0,32"
produits sucrés,chocolats et produits à base de chocolat,-,Barre chocolatée non biscuitée enrobée,496,"3,83","3,7","66,4","24,1","60,5","4,49","0,6","24,6","0,5","99,8","3,59","15,6",-,"0,046","11,2","0,54","0,049","0,33"
produits sucrés,chocolats et produits à base de chocolat,-,"Barre à la noix de coco, enrobée de chocolat",475,"7,83","3,88","60,2","23,8",53,"3,9",3,"5,5","0,5","78,8","1,8",11,11,"< 0,5","0,18","< 0,5","0,042","0,17"
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat au lait, tablette",555,"0,58","7,41","52,9","34,3","49,5","2,6","2,46","16,2","0,26",227,"1,22","33,7",0,0,"0,25","0,058","0,099","0,41"
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat noir à moins de 70% de cacao, à croquer, tablette",527,"0,7","6,63","42,9","33,8","38,3","4,6",12,"1,45","0,023","53,7","3,7",< 20,"21,3","< 0,25","0,72","0,15","0,15",0
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat au lait aux céréales croustillantes, tablette",515,"1,52","7,15","60,6","26,6","50,8","8,1","2,59",23,"0,52",166,"2,65",23,0,0,"0,5","0,6","0,13","0,8"
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat blanc, tablette",563,"1,1","6,16","57,1","34,2",56,traces,1,23,"0,22",281,"0,2","0,8",75,traces,"1,14",0,"0,08",traces
produits sucrés,chocolats et produits à base de chocolat,-,Barres ou confiserie chocolatées au lait,534,"1,45","4,11",59,"30,7","50,2","8,78","2,71","9,46","0,44",116,"0,63","9,33",-,"0,045","5,75","1,52","0,08","0,68"
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette",559,"1,12","8,43","48,7","35,9","43,6","2,5","3,52","17,5","0,25",187,"1,4",17,22,"< 0,5","0,25","< 0,1","0,13","0,32"
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette",487,-,"5,75","54,2","34,6","11,3",-,2,-,"0,34",130,-,-,-,-,-,-,-,-
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette",579,"0,5","7,64",48,"39,1","45,1",-,"2,43",-,"0,29",230,-,-,-,-,-,-,-,-
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette",525,"0,6","8,48","34,1","42,3",2,-,"10,2","3,3","0,0063","45,6","22,8",50,32,0,"0,74",0,"0,18","0,27"
produits sucrés,chocolats et produits à base de chocolat,-,Pâte à tartiner chocolat et noisette,549,"0,38","5,02","57,9","32,4","56,2","0,6","3,23",0,"0,12","99,5","3,85",17,0,0,"6,6",1,"0,1",0
produits sucrés,chocolats et produits à base de chocolat,-,Confiserie au chocolat dragéifiée,502,"2,33","5,49","64,3","24,3","57,4","6,87","1,98","12,1","0,28",231,"12,5","7,87",-,"0,46","5,69","0,95","0,057","0,68"
produits sucrés,chocolats et produits à base de chocolat,-,Cacahuètes enrobées de chocolat dragéifiées,499,"1,7","9,5","55,9",25,"50,5","3,4","5,9",-,"0,12",100,"2,9",< 20,"10,6","0,75","2,32",-,"0,34",-
produits sucrés,chocolats et produits à base de chocolat,-,Bouchée chocolat fourrage fruits à coques et/ou praliné,558,-,"9,1","51,5","34,7","46,2",-,"2,1",-,"0,34",275,-,-,-,-,-,-,-,-
produits sucrés,chocolats et produits à base de chocolat,-,Rocher chocolat fourré praliné,558,"1,1","6,53","51,4","35,3","49,2",-,"3,88","7,55","0,14",120,"3,4",< 20,"10,4","< 0,25","7,05","< 0,5","0,099","0,5"
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat noir aux fruits (orange, framboise, poire), tablette",539,"1,2","6,8","45,3","34,4","35,7",-,"10,3","2,4","0,078",76,4,-,-,-,-,"0,5",-,-
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette",565,"0,51","7,72","42,3","38,4","36,3",-,"9,41","0,88","0,038","63,5","3,2",-,54,"2,24","3,96","< 0,1","0,1",0
produits sucrés,chocolats et produits à base de chocolat,-,Barre chocolatée aux fruits secs,494,"4,42","7,23","57,6",26,"45,1","10,9","1,53","5,55","0,38",122,"1,3","4,96",-,"0,03","4,34",0,"0,036","0,3"
produits sucrés,chocolats et produits à base de chocolat,-,Chocolat noir fourrage confiseur à la menthe,501,"6,2","4,73","57,5","26,6","49,5",-,"6,7","3,22","0,03",14,3,< 20,"17,8",-,"0,33","< 0,5","0,042","0,14"
produits sucrés,chocolats et produits à base de chocolat,-,Barre goûter frais au lait et chocolat,554,-,10,52,34,-,-,traces,-,-,323,-,-,-,-,-,-,-,-
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat noir à 70% cacao minimum, extra, dégustation, tablette",572,"0,59","8,44",35,"41,6","27,6","5,3","11,9","2,64","0,024",61,"4,18",10,32,-,"0,74","< 0,28","0,18","0,27"
produits sucrés,chocolats et produits à base de chocolat,-,Chocolat au lait fourré,611,-,"4,8","45,5",45,"44,5",-,"2,3",-,"0,25",-,-,-,-,-,-,-,-,-
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat noir fourré praliné, tablette",559,"0,5","6,38","52,4","34,8","48,8","1,5","5,07","7,92","0,039",70,"6,1",< 20,"26,8","< 0,5","4,21","< 0,5","0,11","0,32"
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat au lait fourré au praliné, tablette",559,"0,6","7,29","52,9","34,9","49,9","0,9","2,51","14,3","0,2",150,"3,2",< 20,"31,2","< 0,5","3,18","< 0,5","0,094","0,99"
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat noir à 40% de cacao minimum, à pâtisser, tablette",546,"0,9","6,39","51,4","33,1","41,6",0,"8,76","1,73","0,015",46,"4,35",-,54,0,"1,44","0,28","0,07",-
produits sucrés,chocolats et produits à base de chocolat,-,Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit,521,-,"6,5","55,1","29,4","42,9",-,"4,92","2,81","0,32",40,"3,6",-,-,-,-,< 1,-,-
produits sucrés,chocolats et produits à base de chocolat,-,Barre chocolat au lait avec nougat,532,"0,6","5,8","60,5",29,"60,1","0,39","2,9","25,3","0,11",150,"2,3",< 20,"31,5","< 0,25","0,84","< 0,5","0,073","0,37"
produits sucrés,chocolats et produits à base de chocolat,-,Barre goûter frais au lait et chocolat avec génoise,499,"10,5","6,68",39,"34,2","33,3","5,5","4,3","22,9","0,13",174,"0,9",10,23,"0,53","2,45","< 0,5","0,07","0,39"
produits sucrés,chocolats et produits à base de chocolat,-,"Chocolat, en tablette (aliment moyen)",553,"0,7","7,43","45,9","36,2","39,9","3,53","7,3","8,54","0,13",132,"3,31","21,2","18,8","0,16","0,85","0,16","0,13","0,3"
produits sucrés,confiseries non chocolatées,-,"Bonbons, tout type",-,"3,97","1,93","88,4","7,69","64,4",0,"0,63",0,"0,15","26,5","0,69",12,0,0,0,0,0,0
produits sucrés,confiseries non chocolatées,-,"Chewing-gum, sucré",-,"3,13","0,38","88,2","0,3","67,2",0,"2,4",0,"0,029",0,5,"0,2",0,0,0,0,0,0
produits sucrés,confiseries non chocolatées,-,Pâte de fruits,335,"15,4","< 0,5","81,6","< 0,5","71,9","0,4","2,6",0,"0,12","7,4","0,22",< 20,< 10,0,"0,3","5,13","0,15",0
produits sucrés,confiseries non chocolatées,-,Zeste d'orange confit,336,16,"0,2","82,7","0,2","82,7",0,"1,1",0,"0,068",65,"1,5",-,120,0,0,3,"0,07",-
produits sucrés,confiseries non chocolatées,-,Marron glacé,324,"18,2","0,94","79,5","< 0,5","56,6","13,2","0,9",-,"0,08","8,1","0,28",< 20,< 5,"< 0,25","0,17","< 0,5","< 0,015",-
produits sucrés,confiseries non chocolatées,-,Fruit confit,313,17,"0,55",75,"0,2",75,0,"4,5",0,"0,068",60,"1,5",-,48,0,0,0,"0,05",-
produits sucrés,confiseries non chocolatées,-,Nougat ou touron,511,"1,95","8,25","62,5","25,2",58,0,"0,7",0,"0,0025",173,"1,4",-,0,0,"12,4",0,"0,16",-
produits sucrés,confiseries non chocolatées,-,Dragée amande,470,"2,5",5,"73,9","17,2","71,9",0,0,0,"0,17",91,"3,3",-,0,0,"7,77",0,"0,1",-
produits sucrés,confiseries non chocolatées,-,Guimauve ou marshmallow,-,"16,4","3,73","78,7","1,42","65,6",-,"0,23",0,"0,092",3,"0,27",-,0,0,0,0,"0,001",0
produits sucrés,confiseries non chocolatées,-,"Chewing-gum, sans sucre",228,"4,3","0,69","78,1","0,45","< 0,03","< 0,35","1,98",0,"0,026",3700,"5,2",< 20,0,0,"0,16",0,"0,11",0
produits sucrés,confiseries non chocolatées,-,Bonbon dur et sucette,385,"1,3","< 0,14","95,4","0,35","74,9",-,"< 0,17",0,"0,07",3,"0,3","0,3",0,0,0,0,"0,004",0
produits sucrés,confiseries non chocolatées,-,Bonbon gélifié,-,"9,96","6,28","77,6","0,25","68,1",-,"< 0,5",-,"0,051",9,-,"0,3",-,0,0,-,-,-
produits sucrés,confiseries non chocolatées,-,"Bonbon au caramel, mou",-,"1,42","2,95","78,5","8,04","60,4",-,"0,88","9,1","0,46","95,6","0,55","22,2",-,"< 0,5","0,23","< 0,5","< 0,04","0,08"
produits sucrés,confiseries non chocolatées,-,Calissons d'Aix en Provence,440,10,"7,88","60,3",18,"50,1","1,1","2,7",-,"0,03",81,-,< 20,249,"< 0,25","6,26","< 0,5","0,039",-
produits sucrés,confiseries non chocolatées,-,"Chewing-gum, teneur en sucre inconnue (aliment moyen)",228,"3,9","0,58","81,6","0,4","22,9","0,12","2,12",0,"0,027",2440,"5,13","6,67",0,0,"0,11",0,"0,071",0
produits sucrés,confitures et assimilés,-,Confiture de fraise (extra ou classique),-,"37,9","0,32","60,5","0,16","56,9","3,67","1,01",-,"0,0088","9,2","< 0,1",< 10,< 50,-,"< 0,1","1,1",-,-
produits sucrés,confitures et assimilés,-,Confiture d'abricot (extra ou classique),-,"38,9","0,32","60,6","0,09","57,7","2,88","0,74",0,"0,014","8,8","0,17",< 20,"49,5",0,0,"5,19","< 0,01",-
produits sucrés,confitures et assimilés,-,Confiture de cerise (extra ou classique),-,"39,5","0,38","60,9","0,16",60,-,"0,55",-,"0,018",12,"0,22",< 20,"54,8",-,-,"19,6","0,024",-
produits sucrés,confitures et assimilés,-,Marmelade d'orange,-,"38,9","0,16","61,2","0,08","58,8","2,37",1,0,"0,0075",27,"0,05",< 20,< 5,0,"0,18","9,9","2,22",0
produits sucrés,confitures et assimilés,-,Confiture de lait,-,"28,1","6,45",58,"5,45","51,7",-,"0,58",23,"0,27",211,"0,17",-,-,"0,2","0,2","2,6","0,016","0,31"
produits sucrés,confitures et assimilés,-,Confiture de framboise (extra ou classique),-,"39,9","0,47",61,"0,21","59,5",-,"0,95",-,"0,013","9,9","0,28",< 20,< 5,-,-,"2,93","0,019",-
produits sucrés,confitures et assimilés,-,"Confiture, tout type de fruits, allégée en sucres (extra ou classique)",-,"54,8","0,48","41,2","0,21","38,7",-,"1,6",-,"0,022","12,3","< 0,1",< 10,62,-,"0,17",< 1,-,-
,,,"Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen)",296,"51,3","2,64","32,4","11,8","25,5","6,3","1,17","8,57","0,14","85,4","2,13","11,8","94,1","0,062","1,06","1,11","0,036","0,18"
glaces et sorbets,glaces,-,Barre glacée chocolatée,359,"35,2","5,12","35,8","21,4","27,7","8,13","1,31","8,8","0,29",145,"1,1",16,42,"< 0,5","1,5",< 1,"0,067","0,26"
glaces et sorbets,glaces,-,"Glace ou crème glacée, bâtonnet, enrobé de chocolat",328,"41,3","3,42","33,4","19,8","27,9","5,47","1,23","17,5","0,16","93,8","6,33","3,63",0,"0,13","2,36","0,27","0,021","0,21"
glaces et sorbets,glaces,-,"Glace ou crème glacée, cône (taille standard)",283,"43,7","3,24","38,1","12,7",26,"12,1","1,57","6,2","0,15",109,"0,95",22,5,traces,"0,77",1,"0,05","0,13"
glaces et sorbets,glaces,-,"Glace ou crème glacée, en bac",201,"54,5","2,79","25,5","9,62","22,4","< 0,35","0,72","39,3","0,13","99,3","0,14",< 20,172,"< 0,25","0,48","< 0,5","0,048","0,43"
glaces et sorbets,glaces,-,Glace au yaourt,188,-,"3,22","27,7","7,2",-,-,0,-,-,-,-,-,-,-,-,-,-,-
glaces et sorbets,glaces,-,"Glace ou crème glacée, gourmande, en bac",226,-,"3,05",29,"10,7","24,4",-,"1,05",-,"0,17",-,-,-,-,-,-,-,-,-
glaces et sorbets,glaces,-,"Glace ou crème glacée, gourmande, en pot",276,"52,8","4,21","24,2","17,9","21,9",1,< 2,73,"0,16",110,"1,3",< 20,"91,4",-,"0,3",-,"0,048","0,47"
glaces et sorbets,glaces,-,"Glace ou crème glacée, mini cône",357,-,"4,2","38,5","20,2","25,6",-,"2,33",-,"0,29",-,-,-,-,"0,044","0,74",-,"0,089","0,15"
glaces et sorbets,glaces,-,"Glace ou crème glacée, pot individuel",237,"56,6","3,21","26,7","12,7","22,1",-,"1,91",-,"0,15",-,-,-,-,-,-,-,-,-
glaces et sorbets,glaces,-,"Glace ou crème glacée, bac ou pot (aliment moyen)",197,"54,5","2,92","26,2","8,85","22,4","0,18","0,49","39,3","0,13","99,3","0,14",10,172,"0,13","0,48","0,25","0,048","0,43"
glaces et sorbets,glaces,-,"Glace ou crème glacée, petit pot enfant",162,"62,5","1,87","25,2","5,94",22,-,"0,28",-,"0,14",119,-,-,-,-,-,-,-,-
glaces et sorbets,sorbets,-,"Sorbet, bâtonnet",-,"75,8","0,28","25,7","0,32","23,1","< 0,35","0,82",-,"0,039","3,6","0,03",< 20,"11,9","< 0,25",-,"5,48","0,094",-
glaces et sorbets,sorbets,-,"Sorbet, en bac",-,"66,1","0,47","29,6","0,78",25,0,"1,17",1,"0,045",54,"0,14",1,1,0,"0,01","2,3","0,027","0,13"
glaces et sorbets,sorbets,-,Glace à l'eau,-,"81,7","0,067","20,8","0,2","20,1",0,"0,2",0,"0,02","5,8","0,01",< 20,542,0,0,"2,35","0,016",-
glaces et sorbets,desserts glacés,-,Profiterole avec glace vanille et sauce chocolat,260,"50,9","6,24","26,5","13,9","12,4","12,4","1,14",115,"0,31","82,7",1,30,25,"0,65","1,2","< 0,5","0,041","0,4"
glaces et sorbets,desserts glacés,-,Pêche melba,120,"73,6","1,91","18,4","4,03","17,1","0,051","1,54","10,2","0,033","36,5","0,57","4,46",132,"0,028","1,26","15,7","0,031","0,078"
glaces et sorbets,desserts glacés,-,Dessert glacé type mystère ou vacherin,275,46,"3,18","40,5","10,7","33,7","< 0,35","2,18","27,7","0,12",38,"0,25",< 20,< 5,"< 0,25","0,29","3,6","0,022","0,24"
glaces et sorbets,desserts glacés,-,"Dessert glacé, type sundae",230,"54,4","2,57","32,6","9,7","24,9",-,< 2,-,"0,24",-,-,-,-,-,-,-,-,-
glaces et sorbets,desserts glacés,-,"Dessert glacé feuilleté, à partager",262,"54,2","2,71","26,2","16,1","21,9",-,"0,94",-,"0,18",-,-,-,-,-,-,-,-,-
glaces et sorbets,desserts glacés,-,Omelette norvégienne,212,"54,3","3,6","34,8","6,5","32,7",2,"< 0,5","52,5","0,15",61,"0,28",20,"7,62","< 0,25","0,41","< 0,5","0,036","0,34"
glaces et sorbets,desserts glacés,-,Poire belle Hélène,196,"60,7","2,74","23,5","9,57",21,"0,61","2,76",13,"0,039","49,3","2,43","4,16","22,5","0,48","1,19","1,82","0,039","0,077"
glaces et sorbets,desserts glacés,-,Nougat glacé,263,"52,3","4,93","25,3","15,2","20,5","< 0,35","2,76","22,7","0,13",95,"0,54",< 20,27,"< 0,25","3,18","< 0,5","0,036","0,24"
glaces et sorbets,desserts glacés,-,Citron givré ou Orange givrée (sorbet),133,-,"0,14","29,1","1,77","24,4",-,traces,-,"0,034",-,-,-,-,-,-,-,-,-
